Feature1,Feature2,Feature3
37.454011884736246,90.82658859666537,5.16817211686077
95.07143064099162,23.95618906669724,53.1354631568148
73.1993941811405,14.48948720912231,54.06351216101065
59.86584841970366,48.9452760277563,63.742990149820656
15.601864044243651,98.56504541106007,72.60913337226616
15.599452033620265,24.20552715115004,97.58520794625346
5.8083612168199465,67.21355474058785,51.630034830119534
86.61761457749351,76.16196153287176,32.2956472941246
60.11150117432088,23.763754399239968,79.51861947687037
70.80725777960456,72.82163486118596,27.083225126207424
2.0584494295802447,36.77831327192532,43.89714207056361
96.99098521619943,63.23058305935795,7.845638134226595
83.24426408004217,63.35297107608947,2.535074341545751
21.233911067827616,53.57746840747585,96.26484146779251
18.182496720710063,9.02897700544083,83.59801205122058
18.34045098534338,83.5302495589238,69.59742060936979
30.42422429595377,32.07800649717358,40.89529444142699
52.475643163223786,18.651851039985424,17.329432007084577
43.194501864211574,4.077514155476392,15.643704267108605
29.122914019804192,59.08929431882418,25.024289816459532
61.18528947223795,67.75643618422824,54.92266647061205
13.949386065204184,1.6587828927856152,71.45959227000624
29.214464853521815,51.2093058299281,66.01973767177313
36.63618432936917,22.649577519793795,27.993389694594285
45.606998421703594,64.51727904094498,95.48652806631941
78.51759613930136,17.436642900499145,73.78969166957685
19.967378215835975,69.09377381024659,55.43540525114007
51.42344384136116,38.67353463005374,61.17207462343522
59.24145688620425,93.67299887367345,41.96000624277899
4.645041271999773,13.752094414599325,24.773098950115745
60.75448519014384,34.10663510502585,35.597267865126156
17.052412368729154,11.347352124058908,75.78461104643691
6.505159298527952,92.46936182785628,1.4393488629755868
94.88855372533332,87.7339353380981,11.607264050691624
96.56320330745594,25.79416277151556,4.600264202175275
80.83973481164611,65.99840460341791,4.072880231897013
30.46137691733707,81.72222002012158,85.54605840110072
9.767211400638388,55.52008115994623,70.36578593800236
68.42330265121569,52.965057835600646,47.41738290873252
44.01524937396013,24.18522909004517,9.783416065100148
12.203823484477883,9.310276780589922,49.16158751168324
49.51769101112702,89.72157579533267,47.34717707805657
3.4388521115218396,90.04180571633304,17.320186991001517
90.9320402078782,63.31014572732679,43.385164923797305
25.87799816000169,33.90297910487007,39.85047343973734
66.2522284353982,34.92095746126609,61.585009805221645
31.171107608941096,72.59556788702393,63.50936508676438
52.00680211778108,89.71102599525771,4.530400977204452
54.67102793432797,88.70864242651173,37.46126146264712
18.485445552552704,77.98755458576238,62.58599157142364
96.95846277645586,64.20316461542878,50.31362585800877
77.51328233611146,8.413996499504883,85.64898411883223
93.9498941564189,16.162871409461378,65.8693631618945
89.48273504276489,89.85541885270793,16.29344270814297
59.78999788110851,60.642905965958995,7.056874740042984
92.18742350231169,0.9197051616629648,64.24192782063156
8.84925020519195,10.147154286603211,2.6511310541621813
19.59828624191452,66.35017691080559,58.57755812734633
4.522728891053807,0.5061583846218687,94.02302414249576
32.53303307632643,16.080805141749867,57.5474177875879
38.8677289689482,54.87337893665861,38.816992620652194
27.134903177389592,69.18951976926932,64.32882184423532
82.87375091519293,65.19612595026005,45.825289049151664
35.67533266935893,22.42693094605598,54.56167893159349
28.093450968738075,71.2179221347536,94.14648087765252
54.26960831582485,23.724908749680008,38.610263780077425
14.092422497476264,32.539969815926774,96.11905638239142
80.21969807540397,74.64914051180241,90.53506419560637
7.455064367977082,64.96328990472146,19.579113478929642
98.68869366005173,84.9223410494178,6.9361300875165455
77.22447692966574,65.76128923003434,10.077800137742665
19.87156815341724,56.830860333547164,1.8221825651549728
0.5522117123602399,9.367476782809248,9.44429607559284
81.54614284548342,36.77158030594335,68.30067734163569
70.68573438476172,26.520236768172545,7.118864846022898
72.90071680409874,24.398964337908357,31.89756302937613
77.12703466859458,97.30105547524455,84.48753109694546
7.4044651734090365,39.30977246667604,2.3271935735825866
35.84657285442726,89.20465551771133,81.44684825889358
11.586905952512971,63.11386259972629,28.185477477339994
86.31034258755935,79.48113035416485,11.816482762165625
62.329812682755794,50.26370931051921,69.67371653641507
33.08980248526492,57.69038846263591,62.8942846779884
6.355835028602364,49.25176938188639,87.74720135270529
31.09823217156622,19.52429877980445,73.50710438038858
32.518332202674706,72.24521152615053,80.34809303848486
72.96061783380641,28.07723624408558,28.203457257130648
63.75574713552131,2.431596643145384,17.743954377972283
88.72127425763266,64.54722959071678,75.06147516408583
47.22149251619493,17.711067940704893,80.6834739267264
11.959424593830171,94.04585843529144,99.05051420006733
71.3244787222995,95.39285770025873,41.26176769114265
76.07850486168974,91.48643902204485,37.201808579278314
56.127719756949624,37.01587002554444,77.64129607419969
77.0967179954561,1.5456616528867428,34.08035402530179
49.379559636439076,92.83185625877253,93.07573256035647
52.27328293819941,42.81841483173143,85.84127518430118
42.75410183585496,96.66548190436696,42.89940273750184
2.541912674409519,96.36199770892529,75.08710677914974
10.789142699330444,85.300945546736,75.45428740846823
3.142918568673425,29.444889206958567,10.31238688359326
63.64104112637804,38.50977286019253,90.25529066795667
31.435598107632668,85.11366715168569,50.525237244785714
50.85706911647028,31.692200515627768,82.64574661077417
90.7566473926093,16.94927466860925,32.00496010306117
24.929222914887493,55.68012624583501,89.55232284962005
41.038292303562976,93.6154774160781,38.92016787341631
75.55511385430486,69.6029796674973,1.083765148029836
22.879816549162246,57.0061170089365,90.53819764192636
7.697990982879299,9.717649377076853,9.128667678613356
28.9751452913768,61.500722669916975,31.93136375904149
16.122128725400444,99.00538501042632,95.0061967050805
92.96976523425731,14.008401523652402,95.06071469375561
80.8120379564417,51.832965236373674,57.34378881232861
63.34037565104234,87.73730719279554,63.183721216979926
87.14605901877177,74.07686177542044,44.84455219783198
80.36720768991145,69.7015740995268,29.321077169806454
18.657005888603585,70.24840839871092,32.8664545369916
89.25589984899777,35.94911512197552,67.25184560770384
53.93422419156507,29.359184426449335,75.237452943768
80.74401551640625,80.93611554785136,79.15790437258485
89.60912999234932,81.01133946791808,78.96181427945538
31.800347497186387,86.70723185801037,9.120610304869036
11.005192452767677,91.32405525564712,49.442030470258146
22.793516254194166,51.13423988609378,5.755876001664428
42.71077886262563,50.15162946871996,54.95288823237355
81.80147659224932,79.82951789667752,44.1530501373377
86.07305832563435,64.99639307777652,88.77041827582998
0.6952130531190703,70.19668772577033,35.09150125520787
51.07473025775657,79.57926694361011,11.706701642760587
41.7411003148779,89.00053418175663,14.299168205283586
22.210781047073024,33.79951568515358,76.15106317174723
11.98653673336828,37.5582952639944,61.82180633162611
33.7615171403628,9.3981939840869,10.112267612279025
94.29097039125192,57.8280140996174,8.410680611499743
32.320293202075526,3.5942273796742086,70.096913145912
51.87906217433661,46.55980181324602,7.276300636419353
70.30189588951778,54.26446347075766,82.18600592903562
36.3629602379294,28.65412521282844,70.62422271564962
97.17820827209607,59.08332605690107,8.134878064189976
96.24472949421113,3.050024993904943,8.483771408519193
25.178229582536417,3.7348188749214417,98.66395785011754
49.72485058923854,82.26005606596583,37.427079575612034
30.087830981676966,36.019064141126286,37.06421470668909
28.484049437746762,12.706051265188478,81.27995672575025
3.6886947354532795,52.224326005480435,94.72485773838586
60.956433397989684,76.99935530986109,98.6001063822871
50.26790232288615,21.582102749684317,75.33781852589416
5.147875124998935,62.28904758190003,37.62595855309158
27.864646423661142,8.5347464993768,8.350071669866876
