X,y
0.0,11.967141530112327
0.6711409395973155,7.6307798070801
1.342281879194631,17.50373101859082
2.0134228187919465,28.27056702045609
2.684563758389262,12.712157527934426
3.3557046979865772,14.725744524467926
4.026845637583893,34.872665067825594
4.697986577181208,28.768307023072712
5.369127516778524,18.41263869098605
6.0402684563758395,30.546405804987163
6.7114093959731544,22.500051259794837
7.38255033557047,24.49035347100884
8.053691275167786,33.5806965411637
8.724832214765101,14.041694197717323
9.395973154362416,17.93874113795692
10.067114093959733,31.578466989469472
10.738255033557047,29.086453897326905
11.409395973154362,44.370661245415825
12.080536912751679,34.161369983042924
12.751677852348994,31.131996543694072
13.422818791946309,61.92494406505446
14.093959731543626,47.02411618976552
14.76510067114094,51.97058406030206
15.436241610738255,39.0612429700802
16.107382550335572,49.87832040575489
16.778523489932887,58.44479636689732
17.449664429530202,47.83905751436758
18.120805369127517,65.11939629083928
18.79194630872483,57.369452026986444
19.46308724832215,62.47232424703368
20.134228187919465,61.38561844146443
20.80536912751678,87.93888922763972
21.476510067114095,71.29455795396295
22.14765100671141,62.86584373057522
22.818791946308725,83.68182495995806
23.48993288590604,65.2613621580079
24.161073825503358,81.57185742655763
24.832214765100673,61.89994305650426
25.503355704697988,70.22820662510966
26.174496644295303,87.49210229157714
26.845637583892618,94.92157855163195
27.516778523489933,91.2640183823695
28.18791946308725,90.40727556537935
28.859060402684566,90.56614425216081
29.53020134228188,80.80538412317136
30.201342281879196,90.4055847616905
30.87248322147651,95.01106195483166
31.543624161073826,112.20209474541063
32.214765100671144,107.08047819769804
32.88590604026846,88.02731656717805
33.557046979865774,110.91198063354527
34.22818791946309,105.8337409542261
34.899328859060404,104.92876657412162
35.57046979865772,119.82817228438184
36.241610738255034,126.03482743972461
36.91275167785235,127.05105622471902
37.58389261744966,111.35950262012261
38.25503355704698,118.6729769126288
38.9261744966443,127.09115780396853
39.597315436241615,135.54739757994844
40.26845637583893,123.0136267490639
40.939597315436245,127.96220217967058
41.61073825503356,120.76886502504038
42.281879194630875,121.88357134308592
42.95302013422819,143.98431862662656
43.624161073825505,151.43488350718474
44.29530201342282,139.1658048244651
44.966442953020135,151.93465783798064
45.63758389261745,147.5291119283287
46.308724832214764,139.47497695059306
46.97986577181208,151.55355337052038
47.6510067114094,165.3333857988879
48.322147651006716,151.60818256192061
48.99328859060403,169.62630232995215
49.664429530201346,129.7958375497066
50.33557046979866,166.22573645314822
51.006711409395976,160.89060491056966
51.67785234899329,159.04348354232118
52.348993288590606,164.96458763112685
53.02013422818792,146.18471353855483
53.691275167785236,165.87710662498057
54.36241610738255,173.6583740372651
55.033557046979865,186.87961158835475
55.70469798657718,168.93139177699507
56.3758389261745,168.04258074959162
57.04697986577182,173.1233691614701
57.71812080536913,189.30838359312816
58.38926174496645,185.45529633149619
59.06040268456376,178.88360601602088
59.73154362416108,191.3273052036168
60.40268456375839,189.17882918475559
61.07382550335571,199.90792641539602
61.74496644295302,185.21436839008553
62.41610738255034,190.97170068167333
63.08724832214765,192.34066343512137
63.758389261744966,183.6400183039137
64.42953020134229,203.24979337467263
65.1006711409396,204.91256614461767
65.77181208053692,204.3665708080354
66.44295302013423,203.98298772665123
67.11409395973155,194.1885744586905
67.78523489932886,206.14925147033298
68.45637583892618,208.94198235151083
69.1275167785235,206.3597776433543
69.79865771812081,214.78311603770234
70.46979865771813,222.4499045412998
71.14093959731544,239.28467780405163
71.81208053691276,224.18201973905667
72.48322147651007,227.02516833675784
73.15436241610739,225.71862809066047
73.8255033557047,209.28879791412368
74.49664429530202,230.2247941314139
75.16778523489933,233.10565780410823
75.83892617449665,259.1491996483428
76.51006711409396,234.60659169447067
77.18120805369128,241.55909758440995
77.8523489932886,240.20992928281336
78.52348993288591,230.8836894224624
79.19463087248323,256.0121207625999
79.86577181208054,254.11664576310935
80.53691275167786,256.52105772546406
81.20805369127517,241.53028652587813
81.87919463087249,266.6655270019785
82.5503355704698,240.6324960834866
83.22147651006712,262.533000468204
83.89261744966443,280.58240860709304
84.56375838926175,250.78591191647837
85.23489932885906,257.0417206905495
85.90604026845638,265.71463445624556
86.5771812080537,261.6967870829991
87.24832214765101,253.23833213229167
87.91946308724833,271.44401900980523
88.59060402684564,262.14877494327584
89.26174496644296,279.5211592056807
89.93288590604027,267.60441537578276
90.60402684563759,294.3114245870882
91.2751677852349,272.99297043234236
91.94630872483222,279.61831101243996
92.61744966442953,292.9875211669853
93.28859060402685,274.55712864774097
93.95973154362416,291.15379397691373
94.63087248322148,303.9640449924887
95.3020134228188,276.83120792284416
95.97315436241611,296.7658016725714
96.64429530201343,299.53171384852453
97.31543624161074,306.7645374426053
97.98657718120806,288.5902244348434
98.65771812080537,289.76858823157335
99.32885906040269,310.20599283737704
100.0,309.96984673233186
